package_name,version,license,repository
@typescript-eslint/visitor-keys,7.18.0,MIT,https://github.com/typescript-eslint/typescript-eslint
@ungap/structured-clone,1.3.3,ISC,https://github.com/ungap/structured-clone
@vitest/coverage-v8,1.6.1,MIT,https://github.com/vitest-dev/vitest
@vitest/expect,1.6.1,MIT,https://github.com/vitest-dev/vitest
@vitest/runner,1.6.1,MIT,https://github.com/vitest-dev/vitest
@vitest/snapshot,1.6.1,MIT,https://github.com/vitest-dev/vitest
@vitest/spy,1.6.1,MIT,https://github.com/vitest-dev/vitest
@vitest/utils,1.6.1,MIT,https://github.com/vitest-dev/vitest
abort-controller,3.0.0,MIT,https://github.com/mysticatea/abort-controller
accepts,2.0.0,MIT,jshttp/accepts
acorn,8.18.0,MIT,https://github.com/acornjs/acorn
acorn-jsx,5.3.2,MIT,https://github.com/acornjs/acorn-jsx
acorn-walk,8.3.5,MIT,https://github.com/acornjs/acorn
ajv,6.15.0,MIT,https://github.com/ajv-validator/ajv
ajv,8.20.0,MIT,ajv-validator/ajv
ajv-formats,3.0.1,MIT,https://github.com/ajv-validator/ajv-formats
ansi-regex,5.0.1,MIT,chalk/ansi-regex
ansi-regex,6.2.2,MIT,chalk/ansi-regex
ansi-styles,4.3.0,MIT,chalk/ansi-styles
ansi-styles,5.2.0,MIT,chalk/ansi-styles
ansi-styles,6.2.3,MIT,chalk/ansi-styles
archiver,7.0.1,MIT,https://github.com/archiverjs/node-archiver
archiver-utils,5.0.2,MIT,https://github.com/archiverjs/archiver-utils
argparse,2.0.1,Python-2.0,nodeca/argparse
array-union,2.1.0,MIT,sindresorhus/array-union
assertion-error,1.1.0,MIT,git@github.com:chaijs/assertion-error
async,3.2.6,MIT,https://github.com/caolan/async
b4a,1.8.1,Apache-2.0,https://github.com/holepunchto/b4a
balanced-match,1.0.2,MIT,https://github.com/juliangruber/balanced-match
bare-events,2.9.1,Apache-2.0,https://github.com/holepunchto/bare-events
bare-fs,4.8.0,Apache-2.0,https://github.com/holepunchto/bare-fs
bare-path,3.1.1,Apache-2.0,https://github.com/holepunchto/bare-path
bare-stream,2.13.3,Apache-2.0,https://github.com/holepunchto/bare-stream
bare-url,2.4.7,Apache-2.0,https://github.com/holepunchto/bare-url
base64-js,1.5.1,MIT,https://github.com/beatgammit/base64-js
body-parser,2.3.0,MIT,expressjs/body-parser
brace-expansion,1.1.18,MIT,https://github.com/juliangruber/brace-expansion
brace-expansion,2.1.4,MIT,https://github.com/juliangruber/brace-expansion
braces,3.0.3,MIT,micromatch/braces
buffer,6.0.3,MIT,https://github.com/feross/buffer
buffer-crc32,1.0.0,MIT,https://github.com/brianloveswords/buffer-crc32
bytes,3.1.2,MIT,visionmedia/bytes.js
cac,6.7.14,MIT,egoist/cac
call-bind-apply-helpers,1.0.2,MIT,https://github.com/ljharb/call-bind-apply-helpers
call-bound,1.0.4,MIT,https://github.com/ljharb/call-bound
callsites,3.1.0,MIT,sindresorhus/callsites
chai,4.5.0,MIT,https://github.com/chaijs/chai
chalk,4.1.2,MIT,chalk/chalk
check-error,1.0.3,MIT,https://github.com/chaijs/check-error
color-convert,2.0.1,MIT,Qix-/color-convert
color-name,1.1.4,MIT,git@github.com:colorjs/color-name
compress-commons,6.0.2,MIT,https://github.com/archiverjs/node-compress-commons
concat-map,0.0.1,MIT,https://github.com/substack/node-concat-map
confbox,0.1.8,MIT,unjs/confbox
content-disposition,1.1.0,MIT,jshttp/content-disposition
content-type,1.0.5,MIT,jshttp/content-type
content-type,2.0.0,MIT,jshttp/content-type
cookie,0.7.2,MIT,jshttp/cookie
cookie-signature,1.2.2,MIT,https://github.com/visionmedia/node-cookie-signature
core-util-is,1.0.3,MIT,https://github.com/isaacs/core-util-is
cors,2.8.6,MIT,expressjs/cors
crc-32,1.2.2,Apache-2.0,https://github.com/SheetJS/js-crc32
crc32-stream,6.0.0,MIT,https://github.com/archiverjs/node-crc32-stream
cross-spawn,7.0.6,MIT,git@github.com:moxystudio/node-cross-spawn
debug,4.4.3,MIT,https://github.com/debug-js/debug
deep-eql,4.1.4,MIT,git@github.com:chaijs/deep-eql
deep-is,0.1.4,MIT,http://github.com/thlorenz/deep-is
depd,2.0.0,MIT,dougwilson/nodejs-depd
diff-sequences,29.6.3,MIT,https://github.com/jestjs/jest
dir-glob,3.0.1,MIT,kevva/dir-glob
doctrine,3.0.0,Apache-2.0,eslint/doctrine
dunder-proto,1.0.1,MIT,https://github.com/es-shims/dunder-proto
eastasianwidth,0.2.0,MIT,https://github.com/komagata/eastasianwidth
ee-first,1.1.1,MIT,jonathanong/ee-first
emoji-regex,8.0.0,MIT,https://github.com/mathiasbynens/emoji-regex
emoji-regex,9.2.2,MIT,https://github.com/mathiasbynens/emoji-regex
encodeurl,2.0.0,MIT,pillarjs/encodeurl
es-define-property,1.0.1,MIT,https://github.com/ljharb/es-define-property
es-errors,1.3.0,MIT,https://github.com/ljharb/es-errors
es-object-atoms,1.1.2,MIT,https://github.com/ljharb/es-object-atoms
esbuild,0.21.5,MIT,https://github.com/evanw/esbuild
escape-html,1.0.3,MIT,component/escape-html
escape-string-regexp,4.0.0,MIT,sindresorhus/escape-string-regexp
eslint,8.57.1,MIT,eslint/eslint
eslint-scope,7.2.2,BSD-2-Clause,eslint/eslint-scope
eslint-visitor-keys,3.4.3,Apache-2.0,eslint/eslint-visitor-keys
espree,9.6.1,BSD-2-Clause,eslint/espree
esquery,1.7.0,BSD-3-Clause,https://github.com/estools/esquery
esrecurse,4.3.0,BSD-2-Clause,https://github.com/estools/esrecurse
estraverse,5.3.0,BSD-2-Clause,http://github.com/estools/estraverse
estree-walker,3.0.3,MIT,https://github.com/Rich-Harris/estree-walker
esutils,2.0.3,BSD-2-Clause,http://github.com/estools/esutils
etag,1.8.1,MIT,jshttp/etag
event-target-shim,5.0.1,MIT,https://github.com/mysticatea/event-target-shim
events,3.3.0,MIT,https://github.com/Gozala/events
events-universal,1.0.1,Apache-2.0,https://github.com/holepunchto/events-universal
eventsource,3.0.7,MIT,https://git@github.com/EventSource/eventsource
eventsource-parser,3.1.0,MIT,https://github.com/rexxars/eventsource-parser
execa,8.0.1,MIT,sindresorhus/execa
express,5.2.1,MIT,expressjs/express
express-rate-limit,8.6.2,MIT,https://github.com/express-rate-limit/express-rate-limit
fast-deep-equal,3.1.3,MIT,https://github.com/epoberezkin/fast-deep-equal
fast-fifo,1.3.2,MIT,https://github.com/mafintosh/fast-fifo
fast-glob,3.3.3,MIT,mrmlnc/fast-glob
fast-json-stable-stringify,2.1.0,MIT,https://github.com/epoberezkin/fast-json-stable-stringify
fast-levenshtein,2.0.6,MIT,https://github.com/hiddentao/fast-levenshtein
fast-uri,3.1.5,BSD-3-Clause,https://github.com/fastify/fast-uri
fastq,1.20.1,ISC,https://github.com/mcollina/fastq
file-entry-cache,6.0.1,MIT,royriojas/file-entry-cache
fill-range,7.1.1,MIT,jonschlinkert/fill-range
finalhandler,2.1.1,MIT,pillarjs/finalhandler
find-up,5.0.0,MIT,sindresorhus/find-up
flat-cache,3.2.0,MIT,jaredwray/flat-cache
flatted,3.4.4,ISC,https://github.com/WebReflection/flatted
foreground-child,3.3.1,ISC,https://github.com/tapjs/foreground-child
forwarded,0.2.0,MIT,jshttp/forwarded
fresh,2.0.0,MIT,jshttp/fresh
fs.realpath,1.0.0,ISC,https://github.com/isaacs/fs.realpath
function-bind,1.1.2,MIT,https://github.com/Raynos/function-bind
get-func-name,2.0.2,MIT,https://github.com/chaijs/get-func-name
get-intrinsic,1.3.0,MIT,https://github.com/ljharb/get-intrinsic
get-proto,1.0.1,MIT,https://github.com/ljharb/get-proto
get-stream,8.0.1,MIT,sindresorhus/get-stream
glob,10.5.0,ISC,https://github.com/isaacs/node-glob
glob,7.2.3,ISC,https://github.com/isaacs/node-glob
glob-parent,5.1.2,ISC,gulpjs/glob-parent
glob-parent,6.0.2,ISC,gulpjs/glob-parent
globals,13.24.0,MIT,sindresorhus/globals
globby,11.1.0,MIT,sindresorhus/globby
gopd,1.2.0,MIT,https://github.com/ljharb/gopd
graceful-fs,4.2.11,ISC,https://github.com/isaacs/node-graceful-fs
graphemer,1.4.0,MIT,https://github.com/flmnt/graphemer
has-flag,4.0.0,MIT,sindresorhus/has-flag
has-symbols,1.1.0,MIT,https://github.com/inspect-js/has-symbols
hasown,2.0.4,MIT,https://github.com/inspect-js/hasOwn
hono,4.13.0,MIT,https://github.com/honojs/hono
html-escaper,2.0.2,MIT,https://github.com/WebReflection/html-escaper
http-errors,2.0.1,MIT,jshttp/http-errors
human-signals,5.0.0,Apache-2.0,ehmicky/human-signals
iconv-lite,0.7.3,MIT,https://github.com/pillarjs/iconv-lite
ieee754,1.2.1,BSD-3-Clause,https://github.com/feross/ieee754
ignore,5.3.2,MIT,git@github.com:kaelzhang/node-ignore
import-fresh,3.3.1,MIT,sindresorhus/import-fresh
imurmurhash,0.1.4,MIT,https://github.com/jensyt/imurmurhash-js
inflight,1.0.6,ISC,https://github.com/npm/inflight
inherits,2.0.4,ISC,https://github.com/isaacs/inherits
ip-address,10.4.0,MIT,https://github.com/beaugunderson/ip-address
ipaddr.js,1.9.1,MIT,https://github.com/whitequark/ipaddr.js
is-extglob,2.1.1,MIT,jonschlinkert/is-extglob
is-fullwidth-code-point,3.0.0,MIT,sindresorhus/is-fullwidth-code-point
is-glob,4.0.3,MIT,micromatch/is-glob
is-number,7.0.0,MIT,jonschlinkert/is-number
is-path-inside,3.0.3,MIT,sindresorhus/is-path-inside
is-promise,4.0.0,MIT,https://github.com/then/is-promise
is-stream,2.0.1,MIT,sindresorhus/is-stream
is-stream,3.0.0,MIT,sindresorhus/is-stream
isarray,1.0.0,MIT,https://github.com/juliangruber/isarray
isexe,2.0.0,ISC,https://github.com/isaacs/isexe
istanbul-lib-coverage,3.2.2,BSD-3-Clause,https://github.com/istanbuljs/istanbuljs
istanbul-lib-report,3.0.1,BSD-3-Clause,https://github.com/istanbuljs/istanbuljs
istanbul-lib-source-maps,5.0.6,BSD-3-Clause,https://github.com/istanbuljs/istanbuljs
istanbul-reports,3.2.0,BSD-3-Clause,https://github.com/istanbuljs/istanbuljs
jackspeak,3.4.3,BlueOak-1.0.0,https://github.com/isaacs/jackspeak
jose,6.2.8,MIT,panva/jose
js-tokens,9.0.1,MIT,lydell/js-tokens
js-yaml,4.3.1,MIT,nodeca/js-yaml
json-buffer,3.0.1,MIT,https://github.com/dominictarr/json-buffer
json-schema-traverse,0.4.1,MIT,https://github.com/epoberezkin/json-schema-traverse
json-schema-traverse,1.0.0,MIT,https://github.com/epoberezkin/json-schema-traverse
json-schema-typed,8.0.2,BSD-2-Clause,https://github.com/RemyRylan/json-schema-typed
json-stable-stringify-without-jsonify,1.0.1,MIT,https://github.com/samn/json-stable-stringify
keyv,4.5.4,MIT,https://github.com/jaredwray/keyv
lazystream,1.0.1,MIT,https://github.com/jpommerening/node-lazystream
levn,0.4.1,MIT,https://github.com/gkz/levn
local-pkg,0.5.1,MIT,https://github.com/antfu/local-pkg
locate-path,6.0.0,MIT,sindresorhus/locate-path
lodash,4.18.1,MIT,lodash/lodash
lodash.merge,4.6.2,MIT,lodash/lodash
loupe,2.3.7,MIT,https://github.com/chaijs/loupe
lru-cache,10.4.3,ISC,https://github.com/isaacs/node-lru-cache
magic-string,0.30.21,MIT,https://github.com/Rich-Harris/magic-string
magicast,0.3.5,MIT,unjs/magicast
make-dir,4.0.0,MIT,sindresorhus/make-dir
math-intrinsics,1.1.0,MIT,https://github.com/es-shims/math-intrinsics
media-typer,1.1.1,MIT,jshttp/media-typer
merge-descriptors,2.0.0,MIT,sindresorhus/merge-descriptors
merge-stream,2.0.0,MIT,grncdr/merge-stream
merge2,1.4.1,MIT,git@github.com:teambition/merge2
micromatch,4.0.8,MIT,micromatch/micromatch
mime-db,1.54.0,MIT,jshttp/mime-db
mime-types,3.0.2,MIT,jshttp/mime-types
mimic-fn,4.0.0,MIT,sindresorhus/mimic-fn
minimatch,3.1.5,ISC,https://github.com/isaacs/minimatch
minimatch,5.1.9,ISC,https://github.com/isaacs/minimatch
minimatch,9.0.9,ISC,https://github.com/isaacs/minimatch
minipass,7.1.3,BlueOak-1.0.0,https://github.com/isaacs/minipass
mlly,1.8.2,MIT,unjs/mlly
ms,2.1.3,MIT,vercel/ms
nanoid,3.3.17,MIT,ai/nanoid
natural-compare,1.4.0,MIT,https://github.com/litejs/natural-compare-lite
negotiator,1.0.0,MIT,jshttp/negotiator
normalize-path,3.0.0,MIT,jonschlinkert/normalize-path
npm-run-path,5.3.0,MIT,sindresorhus/npm-run-path
object-assign,4.1.1,MIT,sindresorhus/object-assign
object-inspect,1.13.4,MIT,https://github.com/inspect-js/object-inspect
on-finished,2.4.1,MIT,jshttp/on-finished
once,1.4.0,ISC,https://github.com/isaacs/once
onetime,6.0.0,MIT,sindresorhus/onetime
optionator,0.9.4,MIT,https://github.com/gkz/optionator
p-limit,3.1.0,MIT,sindresorhus/p-limit
p-limit,5.0.0,MIT,sindresorhus/p-limit
p-locate,5.0.0,MIT,sindresorhus/p-locate
package-json-from-dist,1.0.1,BlueOak-1.0.0,https://github.com/isaacs/package-json-from-dist
pako,1.0.11,(MIT AND Zlib),nodeca/pako
parent-module,1.0.1,MIT,sindresorhus/parent-module
parseurl,1.3.3,MIT,pillarjs/parseurl
path-exists,4.0.0,MIT,sindresorhus/path-exists
path-is-absolute,1.0.1,MIT,sindresorhus/path-is-absolute
path-key,3.1.1,MIT,sindresorhus/path-key
path-key,4.0.0,MIT,sindresorhus/path-key
path-scurry,1.11.1,BlueOak-1.0.0,https://github.com/isaacs/path-scurry
path-to-regexp,8.4.2,MIT,https://github.com/pillarjs/path-to-regexp
path-type,4.0.0,MIT,sindresorhus/path-type
pathe,1.1.2,MIT,unjs/pathe
pathe,2.0.3,MIT,unjs/pathe
pathval,1.1.1,MIT,https://github.com/chaijs/pathval
pdf-lib,1.17.1,MIT,https://github.com/Hopding/pdf-lib
picocolors,1.1.1,ISC,alexeyraspopov/picocolors
picomatch,2.3.2,MIT,micromatch/picomatch
pkce-challenge,5.0.1,MIT,https://github.com/crouchcd/pkce-challenge
pkg-types,1.3.1,MIT,unjs/pkg-types
postcss,8.5.26,MIT,postcss/postcss
prelude-ls,1.2.1,MIT,https://github.com/gkz/prelude-ls
prettier,3.9.6,MIT,prettier/prettier
pretty-format,29.7.0,MIT,https://github.com/jestjs/jest
process,0.11.10,MIT,https://github.com/shtylman/node-process
process-nextick-args,2.0.1,MIT,https://github.com/calvinmetcalf/process-nextick-args
proxy-addr,2.0.7,MIT,jshttp/proxy-addr
punycode,2.3.1,MIT,https://github.com/mathiasbynens/punycode.js
qs,6.15.3,BSD-3-Clause,https://github.com/ljharb/qs
queue-microtask,1.2.3,MIT,https://github.com/feross/queue-microtask
range-parser,1.3.0,MIT,jshttp/range-parser
raw-body,3.0.2,MIT,stream-utils/raw-body
react-is,18.3.1,MIT,https://github.com/facebook/react
readable-stream,2.3.8,MIT,https://github.com/nodejs/readable-stream
readable-stream,4.7.0,MIT,https://github.com/nodejs/readable-stream
readdir-glob,1.1.3,Apache-2.0,https://github.com/Yqnn/node-readdir-glob
require-from-string,2.0.2,MIT,floatdrop/require-from-string
resolve-from,4.0.0,MIT,sindresorhus/resolve-from
reusify,1.1.0,MIT,https://github.com/mcollina/reusify
rimraf,3.0.2,ISC,https://github.com/isaacs/rimraf
rollup,4.62.4,MIT,https://github.com/rollup/rollup
router,2.2.0,MIT,pillarjs/router
run-parallel,1.2.0,MIT,https://github.com/feross/run-parallel
safe-buffer,5.1.2,MIT,https://github.com/feross/safe-buffer
safe-buffer,5.2.1,MIT,https://github.com/feross/safe-buffer
safer-buffer,2.1.2,MIT,https://github.com/ChALkeR/safer-buffer
semver,7.8.5,ISC,https://github.com/npm/node-semver
send,1.2.1,MIT,pillarjs/send
serve-static,2.2.1,MIT,expressjs/serve-static
setprototypeof,1.2.0,ISC,https://github.com/wesleytodd/setprototypeof
shebang-command,2.0.0,MIT,kevva/shebang-command
shebang-regex,3.0.0,MIT,sindresorhus/shebang-regex
side-channel,1.1.1,MIT,https://github.com/ljharb/side-channel
side-channel-list,1.0.1,MIT,https://github.com/ljharb/side-channel-list
side-channel-map,1.0.1,MIT,https://github.com/ljharb/side-channel-map
side-channel-weakmap,1.0.2,MIT,https://github.com/ljharb/side-channel-weakmap
siginfo,2.0.0,ISC,https://github.com/emilbayes/siginfo
signal-exit,4.1.0,ISC,https://github.com/tapjs/signal-exit
slash,3.0.0,MIT,sindresorhus/slash
source-map-js,1.2.1,BSD-3-Clause,7rulnik/source-map-js
stackback,0.0.2,MIT,https://github.com/shtylman/node-stackback
statuses,2.0.2,MIT,jshttp/statuses
std-env,3.10.0,MIT,unjs/std-env
streamx,2.28.0,MIT,https://github.com/mafintosh/streamx
string_decoder,1.1.1,MIT,https://github.com/nodejs/string_decoder
string_decoder,1.3.0,MIT,https://github.com/nodejs/string_decoder
string-width,4.2.3,MIT,sindresorhus/string-width
string-width,5.1.2,MIT,sindresorhus/string-width
strip-ansi,6.0.1,MIT,chalk/strip-ansi
strip-ansi,7.2.0,MIT,chalk/strip-ansi
strip-final-newline,3.0.0,MIT,sindresorhus/strip-final-newline
strip-json-comments,3.1.1,MIT,sindresorhus/strip-json-comments
strip-literal,2.1.1,MIT,https://github.com/antfu/strip-literal
supports-color,7.2.0,MIT,chalk/supports-color
tar-stream,3.2.0,MIT,https://github.com/mafintosh/tar-stream
teex,1.0.1,MIT,https://github.com/mafintosh/teex
test-exclude,6.0.0,ISC,https://github.com/istanbuljs/test-exclude
text-decoder,1.2.7,Apache-2.0,https://github.com/holepunchto/text-decoder
text-table,0.2.0,MIT,https://github.com/substack/text-table
tinybench,2.9.0,MIT,tinylibs/tinybench
tinypool,0.8.4,MIT,https://github.com/tinylibs/tinypool
tinyspy,2.2.1,MIT,https://github.com/tinylibs/tinyspy
to-regex-range,5.0.1,MIT,micromatch/to-regex-range
toidentifier,1.0.1,MIT,component/toidentifier
ts-api-utils,1.4.3,MIT,https://github.com/JoshuaKGoldberg/ts-api-utils
tslib,1.14.1,0BSD,https://github.com/Microsoft/tslib
type-check,0.4.0,MIT,https://github.com/gkz/type-check
type-detect,4.1.0,MIT,https://github.com/chaijs/type-detect
type-fest,0.20.2,(MIT OR CC0-1.0),sindresorhus/type-fest
type-is,2.1.0,MIT,jshttp/type-is
typescript,5.9.3,Apache-2.0,https://github.com/microsoft/TypeScript
ufo,1.6.4,MIT,unjs/ufo
undici-types,6.21.0,MIT,https://github.com/nodejs/undici
unpipe,1.0.0,MIT,stream-utils/unpipe
uri-js,4.4.1,BSD-2-Clause,http://github.com/garycourt/uri-js
util-deprecate,1.0.2,MIT,https://github.com/TooTallNate/util-deprecate
vary,1.1.2,MIT,jshttp/vary
vite,5.4.21,MIT,https://github.com/vitejs/vite
vite-node,1.6.1,MIT,https://github.com/vitest-dev/vitest
vitest,1.6.1,MIT,https://github.com/vitest-dev/vitest
which,2.0.2,ISC,https://github.com/isaacs/node-which
why-is-node-running,2.3.0,MIT,https://github.com/mafintosh/why-is-node-running
word-wrap,1.2.5,MIT,jonschlinkert/word-wrap
wrap-ansi,7.0.0,MIT,chalk/wrap-ansi
wrap-ansi,8.1.0,MIT,chalk/wrap-ansi
wrappy,1.0.2,ISC,https://github.com/npm/wrappy
yaml,2.9.0,ISC,github:eemeli/yaml
yocto-queue,0.1.0,MIT,sindresorhus/yocto-queue
yocto-queue,1.2.2,MIT,sindresorhus/yocto-queue
zip-stream,6.0.1,MIT,https://github.com/archiverjs/node-zip-stream
zod,3.25.76,MIT,https://github.com/colinhacks/zod
zod-to-json-schema,3.25.2,ISC,https://github.com/StefanTerdell/zod-to-json-schema
